donor_code,donor_name,year,recipient_iso3_code,sector_code,usd_disbursement_crs,usd_disbursement_iati,recipient_name
1,Austria,2018,MLI,311,0.03295,0,Mali
1,Austria,2018,MMR,113,0.035407,0,Myanmar (Burma)
1,Austria,2018,MMR,114,0.030683,0,Myanmar (Burma)
1,Austria,2018,MMR,151,0.024431,0,Myanmar (Burma)
1,Austria,2018,MMR,210,0.515387,0,Myanmar (Burma)
1,Austria,2018,MMR,240,0.043382,0,Myanmar (Burma)
1,Austria,2018,MMR,311,0.011802,0,Myanmar (Burma)
1,Austria,2018,MMR,720,0.826154,0,Myanmar (Burma)
1,Austria,2018,MMR,998,0.241658,0,Myanmar (Burma)
1,Austria,2018,SDN,111,0.002951,0,Sudan
1,Austria,2018,SDN,114,0.250687,0,Sudan
1,Austria,2018,TCD,311,0.013804,0,Chad
1,Austria,2018,TCD,720,0.59011,0,Chad
1,Austria,2019,CMR,111,0.451696,0,Cameroon
1,Austria,2019,CMR,113,0.011194,0,Cameroon
1,Austria,2019,CMR,114,0.214507,0,Cameroon
1,Austria,2019,CMR,140,0.054123,0,Cameroon
1,Austria,2019,CMR,998,0.485516,0,Cameroon
1,Austria,2019,COD,111,0.02751,0,Congo - Kinshasa
1,Austria,2019,COD,113,0.050375,0,Congo - Kinshasa
1,Austria,2019,COD,114,0.142571,0,Congo - Kinshasa
1,Austria,2019,COD,122,0.008956,0,Congo - Kinshasa
1,Austria,2019,COD,151,0.015922,0,Congo - Kinshasa
1,Austria,2019,COD,160,0.033607,0,Congo - Kinshasa
1,Austria,2019,COD,430,0.008956,0,Congo - Kinshasa
1,Austria,2019,HND,114,0.091501,0,Honduras
1,Austria,2019,HTI,112,0.033583,0,Haiti
1,Austria,2019,HTI,121,0.008956,0,Haiti
1,Austria,2019,MLI,111,0.033583,0,Mali
1,Austria,2019,MLI,114,0.022157,0,Mali
1,Austria,2019,MLI,152,0.032184,0,Mali
1,Austria,2019,MLI,160,0.001343,0,Mali
1,Austria,2019,MLI,311,0.027391,0,Mali
1,Austria,2019,MLI,720,1.679167,0,Mali
1,Austria,2019,MMR,,0,0,Myanmar (Burma)
1,Austria,2019,MMR,114,0.050443,0,Myanmar (Burma)
1,Austria,2019,MMR,122,0.011194,0,Myanmar (Burma)
1,Austria,2019,MMR,151,0.005896,0,Myanmar (Burma)
1,Austria,2019,MMR,160,0.00045,0,Myanmar (Burma)
1,Austria,2019,MMR,240,0.036445,0,Myanmar (Burma)
1,Austria,2019,MMR,311,0.003918,0,Myanmar (Burma)
1,Austria,2019,MMR,332,0.015008,0,Myanmar (Burma)
1,Austria,2019,MMR,998,0.387192,0,Myanmar (Burma)
1,Austria,2019,SDN,114,0.215579,0,Sudan
1,Austria,2019,SDN,231,0.005597,0,Sudan
1,Austria,2020,CMR,114,0.25346,0,Cameroon
1,Austria,2020,CMR,140,0.115453,0,Cameroon
1,Austria,2020,CMR,160,0.017094,0,Cameroon
1,Austria,2020,CMR,250,0,0,Cameroon
1,Austria,2020,CMR,998,0.398374,0,Cameroon
1,Austria,2020,COD,111,0.077493,0,Congo - Kinshasa
1,Austria,2020,COD,112,0.006484,0,Congo - Kinshasa
1,Austria,2020,COD,113,0.030085,0,Congo - Kinshasa
1,Austria,2020,COD,114,0.109381,0,Congo - Kinshasa
1,Austria,2020,COD,140,0.056786,0,Congo - Kinshasa
1,Austria,2020,COD,160,0.002393,0,Congo - Kinshasa
1,Austria,2020,COD,311,0.012547,0,Congo - Kinshasa
1,Austria,2020,COD,430,0.003191,0,Congo - Kinshasa
1,Austria,2020,COD,720,0.022792,0,Congo - Kinshasa
1,Austria,2020,HND,114,0.075548,0,Honduras
1,Austria,2020,MLI,114,0.023351,0,Mali
1,Austria,2020,MLI,121,0.002279,0,Mali
1,Austria,2020,MLI,140,0.034188,0,Mali
1,Austria,2020,MLI,311,0.072588,0,Mali
1,Austria,2020,MLI,720,0,0,Mali
1,Austria,2020,MMR,111,0.001614,0,Myanmar (Burma)
1,Austria,2020,MMR,114,0.052163,0,Myanmar (Burma)
1,Austria,2020,MMR,160,0.000464,0,Myanmar (Burma)
1,Austria,2020,MMR,311,0.002108,0,Myanmar (Burma)
1,Austria,2020,MMR,998,0.003476,0,Myanmar (Burma)
1,Austria,2020,SDN,114,0.197289,0,Sudan
1,Austria,2020,TCD,114,0.011675,0,Chad
1,Austria,2021,CMR,114,0.230678,0,Cameroon
1,Austria,2021,CMR,140,0.054023,0,Cameroon
1,Austria,2021,CMR,250,0.023569,0,Cameroon
1,Austria,2021,CMR,311,0,0,Cameroon
1,Austria,2021,CMR,998,0.037934,0,Cameroon
1,Austria,2021,COD,111,0.011826,0,Congo - Kinshasa
1,Austria,2021,COD,114,0.105385,0,Congo - Kinshasa
1,Austria,2021,COD,121,0.001537,0,Congo - Kinshasa
1,Austria,2021,COD,122,0.070956,0,Congo - Kinshasa
1,Austria,2021,COD,130,0.035466,0,Congo - Kinshasa
1,Austria,2021,COD,151,0.012062,0,Congo - Kinshasa
1,Austria,2021,COD,160,0.147576,0,Congo - Kinshasa
1,Austria,2021,COD,720,0.023652,0,Congo - Kinshasa
1,Austria,2021,HND,114,0.09262,0,Honduras
1,Austria,2021,HND,720,0.081601,0,Honduras
1,Austria,2021,HTI,121,0.004553,0,Haiti
1,Austria,2021,HTI,720,0.041391,0,Haiti
1,Austria,2021,MLI,114,0.025733,0,Mali
1,Austria,2021,MLI,122,0.035478,0,Mali
1,Austria,2021,MLI,151,0.018921,0,Mali
1,Austria,2021,MLI,152,0.025426,0,Mali
1,Austria,2021,MLI,311,0.278467,0,Mali
1,Austria,2021,MLI,430,0.177389,0,Mali
1,Austria,2021,MLI,720,1.182592,0,Mali
1,Austria,2021,MMR,114,0.067917,0,Myanmar (Burma)
1,Austria,2021,SDN,112,0.001271,0,Sudan
1,Austria,2021,SDN,114,0.316675,0,Sudan
1,Austria,2021,SDN,720,0.033806,0,Sudan
1,Austria,2021,TCD,114,0.025733,0,Chad
1,Austria,2022,CMR,114,0.2126,0,Cameroon
1,Austria,2022,CMR,160,0.015775,0,Cameroon
1,Austria,2022,CMR,311,0.03848,0,Cameroon
1,Austria,2022,CMR,998,0.060754,0,Cameroon
1,Austria,2022,COD,111,0.014723,0,Congo - Kinshasa
1,Austria,2022,COD,114,0.111309,0,Congo - Kinshasa
1,Austria,2022,COD,121,0.010175,0,Congo - Kinshasa
1,Austria,2022,COD,122,0.063098,0,Congo - Kinshasa
1,Austria,2022,COD,160,0.008729,0,Congo - Kinshasa
1,Austria,2022,COD,311,0.021032,0,Congo - Kinshasa
1,Austria,2022,COD,313,0.007361,0,Congo - Kinshasa
1,Austria,2022,COD,430,0.031549,0,Congo - Kinshasa
1,Austria,2022,COD,720,0.021033,0,Congo - Kinshasa
1,Austria,2022,HND,114,0.109188,0,Honduras
1,Austria,2022,MLI,114,0.012125,0,Mali
1,Austria,2022,MLI,720,2.103271,0,Mali
1,Austria,2022,MMR,114,0.086154,0,Myanmar (Burma)
1,Austria,2022,MMR,160,0.000588,0,Myanmar (Burma)
1,Austria,2022,MMR,720,0.021033,0,Myanmar (Burma)
1,Austria,2022,SDN,114,0.31967,0,Sudan
1,Austria,2022,SDN,152,0.03833,0,Sudan
1,Austria,2022,SDN,160,0.010516,0,Sudan
2,Belgium,2017,CMR,111,0.138067,0,Cameroon
2,Belgium,2017,CMR,113,0.976969,0,Cameroon
2,Belgium,2017,CMR,114,0,0,Cameroon
2,Belgium,2017,CMR,121,0.139442,0,Cameroon
2,Belgium,2017,CMR,122,0.072202,0,Cameroon
2,Belgium,2017,CMR,140,1.885654,0,Cameroon
2,Belgium,2017,CMR,311,0,0,Cameroon
2,Belgium,2017,CMR,410,0.101523,0,Cameroon
2,Belgium,2017,CMR,430,0.161637,0,Cameroon
2,Belgium,2017,CMR,910,0,0,Cameroon
2,Belgium,2017,CMR,998,0,0,Cameroon
2,Belgium,2017,COD,111,0.684943,0,Congo - Kinshasa
2,Belgium,2017,COD,112,0,0,Congo - Kinshasa
2,Belgium,2017,COD,113,9.920348,8.2935012783,Congo - Kinshasa
2,Belgium,2017,COD,114,2.791807,0,Congo - Kinshasa
2,Belgium,2017,COD,121,6.870536,4.1124227424,Congo - Kinshasa
2,Belgium,2017,COD,122,15.516797,0,Congo - Kinshasa
2,Belgium,2017,COD,130,1.200329,0,Congo - Kinshasa
2,Belgium,2017,COD,140,0.652172,0.3192361705,Congo - Kinshasa
2,Belgium,2017,COD,151,12.195158,1.4972157763,Congo - Kinshasa
2,Belgium,2017,COD,152,1.51054,0,Congo - Kinshasa
2,Belgium,2017,COD,160,2.758738,0,Congo - Kinshasa
2,Belgium,2017,COD,210,7.670172,0,Congo - Kinshasa
2,Belgium,2017,COD,236,6.057203,6.0681185085,Congo - Kinshasa
2,Belgium,2017,COD,311,15.513678,4.6582778025,Congo - Kinshasa
2,Belgium,2017,COD,312,1.320443,0,Congo - Kinshasa
2,Belgium,2017,COD,321,0.133364,0,Congo - Kinshasa
2,Belgium,2017,COD,322,0.075615,0,Congo - Kinshasa
2,Belgium,2017,COD,410,0.900455,0,Congo - Kinshasa
2,Belgium,2017,COD,430,9.060344,1.9613479126,Congo - Kinshasa
2,Belgium,2017,COD,720,17.962557,0,Congo - Kinshasa
2,Belgium,2017,COD,730,0.047909,0,Congo - Kinshasa
2,Belgium,2017,COD,740,1.016086,0,Congo - Kinshasa
2,Belgium,2017,COD,910,0,0,Congo - Kinshasa
2,Belgium,2017,COD,998,0,0,Congo - Kinshasa
2,Belgium,2017,HND,122,0.577639,0,Honduras
2,Belgium,2017,HND,151,0.339501,0,Honduras
2,Belgium,2017,HND,210,0.367597,0,Honduras
2,Belgium,2017,HND,311,0.327404,0,Honduras
2,Belgium,2017,HND,430,0.007074,0,Honduras
2,Belgium,2017,HTI,111,0.494773,0,Haiti
2,Belgium,2017,HTI,113,1.62969,0,Haiti
2,Belgium,2017,HTI,114,0.151533,0,Haiti
2,Belgium,2017,HTI,121,0.305296,0,Haiti
2,Belgium,2017,HTI,122,0.215553,0,Haiti
2,Belgium,2017,HTI,130,0.558196,0,Haiti
2,Belgium,2017,HTI,140,0.656255,0,Haiti
2,Belgium,2017,HTI,151,0.306552,0,Haiti
2,Belgium,2017,HTI,160,0.292755,0,Haiti
2,Belgium,2017,HTI,210,0.184365,0,Haiti
2,Belgium,2017,HTI,311,1.269272,0,Haiti
2,Belgium,2017,HTI,430,0.826263,0,Haiti
2,Belgium,2017,HTI,720,0.04692,0,Haiti
2,Belgium,2017,MLI,113,0.27475,0,Mali
2,Belgium,2017,MLI,130,1.127269,0,Mali
2,Belgium,2017,MLI,140,0.944441,0,Mali
2,Belgium,2017,MLI,151,2.319227,0.1110000263,Mali
2,Belgium,2017,MLI,160,0.170083,0,Mali
2,Belgium,2017,MLI,311,3.548148,0.1412088013,Mali
2,Belgium,2017,MLI,313,0.851022,0,Mali
2,Belgium,2017,MLI,410,0.058538,0,Mali
2,Belgium,2017,MLI,430,0.4239,0.2971843294,Mali
2,Belgium,2017,MLI,720,3.485297,0,Mali
2,Belgium,2017,MLI,740,0.432392,0.444981602416,Mali
2,Belgium,2017,MLI,910,0,0,Mali
2,Belgium,2017,MLI,998,0,0,Mali
2,Belgium,2017,MMR,151,0.056363,0,Myanmar (Burma)
2,Belgium,2017,MMR,152,0.056363,0,Myanmar (Burma)
2,Belgium,2017,SDN,140,0.131728,0,Sudan
2,Belgium,2017,SDN,152,0.101454,0,Sudan
2,Belgium,2017,SDN,430,0.002255,0,Sudan
2,Belgium,2017,SDN,998,0,0,Sudan
2,Belgium,2017,TCD,151,0.112727,0,Chad
2,Belgium,2017,TCD,720,0.088068,0,Chad
2,Belgium,2018,CMR,111,0.161658,0,Cameroon
2,Belgium,2018,CMR,113,1.03763,0,Cameroon
2,Belgium,2018,CMR,114,0.008852,0,Cameroon
2,Belgium,2018,CMR,121,0.11733,0,Cameroon
2,Belgium,2018,CMR,140,1.009231,0,Cameroon
2,Belgium,2018,CMR,151,0.02222,0,Cameroon
2,Belgium,2018,CMR,410,0.129824,0,Cameroon
2,Belgium,2018,CMR,430,0.057585,0,Cameroon
2,Belgium,2018,CMR,998,0.120275,0,Cameroon
2,Belgium,2018,COD,111,0.828205,0,Congo - Kinshasa
2,Belgium,2018,COD,113,10.050649,7.574976943,Congo - Kinshasa
2,Belgium,2018,COD,114,5.06877,0,Congo - Kinshasa
2,Belgium,2018,COD,121,8.192065,4.9881216825,Congo - Kinshasa
2,Belgium,2018,COD,122,13.357116,0,Congo - Kinshasa
2,Belgium,2018,COD,130,1.686648,0,Congo - Kinshasa
2,Belgium,2018,COD,140,1.741837,1.2081180135,Congo - Kinshasa
2,Belgium,2018,COD,151,18.013669,2.7961627115,Congo - Kinshasa
2,Belgium,2018,COD,152,1.294747,0,Congo - Kinshasa
2,Belgium,2018,COD,160,2.243902,0,Congo - Kinshasa
2,Belgium,2018,COD,210,6.108989,0,Congo - Kinshasa
2,Belgium,2018,COD,232,1.581494,0,Congo - Kinshasa
2,Belgium,2018,COD,236,3.36435,3.3679992595,Congo - Kinshasa
2,Belgium,2018,COD,311,13.481078,3.4735922775,Congo - Kinshasa
2,Belgium,2018,COD,312,2.343179,0,Congo - Kinshasa
2,Belgium,2018,COD,410,1.708808,0,Congo - Kinshasa
2,Belgium,2018,COD,430,6.548434,1.1565148195,Congo - Kinshasa
2,Belgium,2018,COD,720,29.098297,0,Congo - Kinshasa
2,Belgium,2018,COD,740,0.466743,0,Congo - Kinshasa
2,Belgium,2018,COD,998,1.103531,0.00723529333,Congo - Kinshasa
2,Belgium,2018,HND,122,0.350943,0,Honduras
2,Belgium,2018,HND,151,0.359836,0,Honduras
2,Belgium,2018,HND,210,0.486528,0,Honduras
2,Belgium,2018,HND,311,0.443184,0,Honduras
2,Belgium,2018,HND,998,0.033046,0,Honduras
2,Belgium,2018,HTI,111,0.852957,0,Haiti
2,Belgium,2018,HTI,113,2.092034,0,Haiti
2,Belgium,2018,HTI,114,0.623078,0,Haiti
2,Belgium,2018,HTI,121,0.310512,0,Haiti
2,Belgium,2018,HTI,122,0.096332,0,Haiti
2,Belgium,2018,HTI,130,1.164038,0,Haiti
2,Belgium,2018,HTI,140,0.72132,0,Haiti
2,Belgium,2018,HTI,151,0.322433,0,Haiti
2,Belgium,2018,HTI,160,0.365194,0,Haiti
2,Belgium,2018,HTI,210,0.223366,0,Haiti
2,Belgium,2018,HTI,311,1.07925,0,Haiti
2,Belgium,2018,HTI,430,0.76182,0,Haiti
2,Belgium,2018,HTI,720,1.367945,0,Haiti
2,Belgium,2018,HTI,998,0.041898,0,Haiti
2,Belgium,2018,MLI,113,0.291006,0,Mali
2,Belgium,2018,MLI,130,1.18022,0,Mali
2,Belgium,2018,MLI,140,0.625325,0,Mali
2,Belgium,2018,MLI,151,1.553812,0.2334537665,Mali
2,Belgium,2018,MLI,152,1.062198,0,Mali
2,Belgium,2018,MLI,160,0.169051,0,Mali
2,Belgium,2018,MLI,311,5.719011,0.925041247,Mali
2,Belgium,2018,MLI,313,0.286679,0,Mali
2,Belgium,2018,MLI,410,0.233368,0,Mali
2,Belgium,2018,MLI,430,1.075061,2.3708203485,Mali
2,Belgium,2018,MLI,720,0.97493,0,Mali
2,Belgium,2018,MLI,998,0.099147,0,Mali
2,Belgium,2018,MMR,151,0.012397,0,Myanmar (Burma)
2,Belgium,2018,MMR,152,0.047209,0,Myanmar (Burma)
2,Belgium,2018,MMR,430,0.00177,0,Myanmar (Burma)
2,Belgium,2018,MMR,998,0.006373,0,Myanmar (Burma)
2,Belgium,2018,SDN,430,0.003747,0,Sudan
2,Belgium,2018,SDN,998,0.011802,0,Sudan
2,Belgium,2018,TCD,151,0.021504,0,Chad
2,Belgium,2018,TCD,311,0.165231,0,Chad
2,Belgium,2018,TCD,720,4.297494,0,Chad
2,Belgium,2019,CMR,111,0.136721,0,Cameroon
2,Belgium,2019,CMR,113,0.904988,0,Cameroon
2,Belgium,2019,CMR,114,0.03522,0,Cameroon
2,Belgium,2019,CMR,121,0.140399,0,Cameroon
2,Belgium,2019,CMR,140,1.314063,0,Cameroon
2,Belgium,2019,CMR,232,0,0,Cameroon
2,Belgium,2019,CMR,410,0.136199,0,Cameroon
2,Belgium,2019,CMR,430,0.016082,0,Cameroon
2,Belgium,2019,CMR,998,0.115222,0,Cameroon
2,Belgium,2019,COD,111,0.625045,0,Congo - Kinshasa
2,Belgium,2019,COD,113,10.016475,7.7603652108,Congo - Kinshasa
2,Belgium,2019,COD,114,4.77864,0,Congo - Kinshasa
2,Belgium,2019,COD,121,8.328049,5.8574628216,Congo - Kinshasa
2,Belgium,2019,COD,122,15.485251,0,Congo - Kinshasa
2,Belgium,2019,COD,130,1.129214,0,Congo - Kinshasa
2,Belgium,2019,COD,140,2.907747,2.0465806572,Congo - Kinshasa
2,Belgium,2019,COD,151,12.355937,2.268522324,Congo - Kinshasa
2,Belgium,2019,COD,152,0.496222,0,Congo - Kinshasa
2,Belgium,2019,COD,160,2.176195,0,Congo - Kinshasa
2,Belgium,2019,COD,210,5.335981,0,Congo - Kinshasa
2,Belgium,2019,COD,236,0.247949,0.2479835628,Congo - Kinshasa
2,Belgium,2019,COD,311,12.199353,3.4900036848,Congo - Kinshasa
2,Belgium,2019,COD,312,1.214137,0,Congo - Kinshasa
2,Belgium,2019,COD,410,1.061188,0,Congo - Kinshasa
2,Belgium,2019,COD,430,3.828274,0.6100062228,Congo - Kinshasa
2,Belgium,2019,COD,720,17.242776,0,Congo - Kinshasa
2,Belgium,2019,COD,740,0.432443,0,Congo - Kinshasa
2,Belgium,2019,COD,998,1.050058,0.018158982732,Congo - Kinshasa
2,Belgium,2019,HND,122,0.147656,0,Honduras
2,Belgium,2019,HND,151,0.344387,0,Honduras
2,Belgium,2019,HND,210,0.252886,0,Honduras
2,Belgium,2019,HND,311,0.431114,0,Honduras
2,Belgium,2019,HND,998,0.031658,0,Honduras
2,Belgium,2019,HTI,111,0.257608,0,Haiti
2,Belgium,2019,HTI,113,2.054772,0,Haiti
2,Belgium,2019,HTI,114,0.733151,0,Haiti
2,Belgium,2019,HTI,121,0.208692,0,Haiti
2,Belgium,2019,HTI,122,0.056568,0,Haiti
2,Belgium,2019,HTI,130,0.702934,0,Haiti
2,Belgium,2019,HTI,140,0.811618,0,Haiti
2,Belgium,2019,HTI,151,0.34091,0,Haiti
2,Belgium,2019,HTI,160,0.321418,0,Haiti
2,Belgium,2019,HTI,210,0.111573,0,Haiti
2,Belgium,2019,HTI,311,0.90597,0,Haiti
2,Belgium,2019,HTI,430,0.236513,0,Haiti
2,Belgium,2019,HTI,720,0.233584,0,Haiti
2,Belgium,2019,HTI,998,0.040137,0,Haiti
2,Belgium,2019,MLI,113,0.27179,0,Mali
2,Belgium,2019,MLI,140,0.888636,0.2296489932,Mali
2,Belgium,2019,MLI,151,0.647994,0.461622276,Mali
2,Belgium,2019,MLI,152,0.783611,0,Mali
2,Belgium,2019,MLI,160,0.176561,0,Mali
2,Belgium,2019,MLI,311,5.788343,1.7416956636,Mali
2,Belgium,2019,MLI,410,0.30205,0,Mali
2,Belgium,2019,MLI,430,0.971511,2.0979523836,Mali
2,Belgium,2019,MLI,720,7.54333,0,Mali
2,Belgium,2019,MLI,998,0.023517,0,Mali
2,Belgium,2019,MMR,210,0.003918,0,Myanmar (Burma)
2,Belgium,2019,MMR,430,0.001696,0,Myanmar (Burma)
2,Belgium,2019,MMR,998,0.006105,0,Myanmar (Burma)
2,Belgium,2019,SDN,140,0,0,Sudan
2,Belgium,2019,SDN,430,0.00359,0,Sudan
2,Belgium,2019,SDN,998,0.011306,0,Sudan
2,Belgium,2019,TCD,152,0.446658,0,Chad
2,Belgium,2019,TCD,236,0.783611,0,Chad
2,Belgium,2019,TCD,720,2.798612,0,Chad
2,Belgium,2020,CMR,113,0.975981,0,Cameroon
2,Belgium,2020,CMR,114,0.242287,0,Cameroon
2,Belgium,2020,CMR,140,0.496258,0,Cameroon
2,Belgium,2020,CMR,210,0.014359,0,Cameroon
2,Belgium,2020,CMR,220,0.102931,0,Cameroon
2,Belgium,2020,CMR,250,0.121788,0,Cameroon
2,Belgium,2020,CMR,410,0.14245,0,Cameroon
2,Belgium,2020,CMR,998,0,0,Cameroon
2,Belgium,2020,COD,111,0.674307,0,Congo - Kinshasa
2,Belgium,2020,COD,113,9.819066,7.2374352548,Congo - Kinshasa
2,Belgium,2020,COD,114,4.935183,0,Congo - Kinshasa
2,Belgium,2020,COD,121,7.364563,5.5193678868,Congo - Kinshasa
2,Belgium,2020,COD,122,16.801129,0,Congo - Kinshasa
2,Belgium,2020,COD,130,1.401891,0,Congo - Kinshasa
2,Belgium,2020,COD,140,4.081122,2.8706080317,Congo - Kinshasa
2,Belgium,2020,COD,151,11.996274,3.0153956323,Congo - Kinshasa
2,Belgium,2020,COD,152,0.323658,0,Congo - Kinshasa
2,Belgium,2020,COD,160,2.399188,0,Congo - Kinshasa
2,Belgium,2020,COD,210,3.350254,0,Congo - Kinshasa
2,Belgium,2020,COD,236,0.210237,0.2105504479,Congo - Kinshasa
2,Belgium,2020,COD,240,0.026211,0,Congo - Kinshasa
2,Belgium,2020,COD,250,0.145869,0,Congo - Kinshasa
2,Belgium,2020,COD,311,11.753339,4.4348532683,Congo - Kinshasa
2,Belgium,2020,COD,312,3.312053,0,Congo - Kinshasa
2,Belgium,2020,COD,410,0.798147,0,Congo - Kinshasa
2,Belgium,2020,COD,430,1.814653,0.4305371642,Congo - Kinshasa
2,Belgium,2020,COD,720,21.780926,0,Congo - Kinshasa
2,Belgium,2020,COD,740,1.375869,1.15834931005,Congo - Kinshasa
2,Belgium,2020,COD,998,0.097627,0.021201325211,Congo - Kinshasa
2,Belgium,2020,HND,140,0.221316,0,Honduras
2,Belgium,2020,HND,151,0.407391,0,Honduras
2,Belgium,2020,HND,311,0.439027,0,Honduras
2,Belgium,2020,HTI,111,0.10182,0,Haiti
2,Belgium,2020,HTI,113,1.967104,0,Haiti
2,Belgium,2020,HTI,114,0.915931,0,Haiti
2,Belgium,2020,HTI,121,0.212821,0,Haiti
2,Belgium,2020,HTI,140,0.980876,0,Haiti
2,Belgium,2020,HTI,151,0.354189,0,Haiti
2,Belgium,2020,HTI,160,0.301959,0,Haiti
2,Belgium,2020,HTI,210,0.063472,0,Haiti
2,Belgium,2020,HTI,311,0.978314,0,Haiti
2,Belgium,2020,HTI,430,0.452395,0,Haiti
2,Belgium,2020,MLI,113,0.311266,0,Mali
2,Belgium,2020,MLI,140,1.320798,0.6925967637,Mali
2,Belgium,2020,MLI,151,3.925837,1.3544685901,Mali
2,Belgium,2020,MLI,160,0.197455,0,Mali
2,Belgium,2020,MLI,311,5.444579,3.0758959453,Mali
2,Belgium,2020,MLI,410,0.214082,0,Mali
2,Belgium,2020,MLI,430,2.003802,1.8269393989,Mali
2,Belgium,2020,MLI,720,3.316311,0,Mali
2,Belgium,2020,MLI,730,0.216106,0.2164281429,Mali
2,Belgium,2020,MLI,740,0.145707,0.149903432198,Mali
2,Belgium,2020,MLI,998,0.029187,0,Mali
2,Belgium,2020,MMR,140,0.28232,0,Myanmar (Burma)
2,Belgium,2020,MMR,210,0.009573,0,Myanmar (Burma)
2,Belgium,2020,SDN,998,0,0,Sudan
2,Belgium,2021,CMR,113,0.755414,0,Cameroon
2,Belgium,2021,CMR,114,0.290018,0,Cameroon
2,Belgium,2021,CMR,140,0.777196,0,Cameroon
2,Belgium,2021,CMR,210,0.026372,0,Cameroon
2,Belgium,2021,CMR,232,0.316711,0,Cameroon
2,Belgium,2021,CMR,250,0.100943,0,Cameroon
2,Belgium,2021,CMR,410,0.153737,0,Cameroon
2,Belgium,2021,CMR,430,0.079819,0,Cameroon
2,Belgium,2021,CMR,998,0.137174,0,Cameroon
2,Belgium,2021,COD,111,0.393565,0,Congo - Kinshasa
2,Belgium,2021,COD,113,12.460278,9.946704447,Congo - Kinshasa
2,Belgium,2021,COD,114,4.222701,0,Congo - Kinshasa
2,Belgium,2021,COD,121,5.853163,4.2026085,Congo - Kinshasa
2,Belgium,2021,COD,122,16.8392,3.3138,Congo - Kinshasa
2,Belgium,2021,COD,130,1.712764,0.3503621565,Congo - Kinshasa
2,Belgium,2021,COD,140,6.737995,5.2829889615,Congo - Kinshasa
2,Belgium,2021,COD,151,14.294416,5.9476899015,Congo - Kinshasa
2,Belgium,2021,COD,152,0.829843,0.121752148275,Congo - Kinshasa
2,Belgium,2021,COD,160,4.990733,2.391915042,Congo - Kinshasa
2,Belgium,2021,COD,210,1.015795,0,Congo - Kinshasa
2,Belgium,2021,COD,236,0.459363,0.4597151895,Congo - Kinshasa
